date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:21:15	611/611	U-----	200	untouched ('OK')	text/css	etag:W/%226658fbde-263%22	wp-content/themes/bridge/css/print.css?ver=6.5.3	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-content/themes/bridge/css/printef10.css	(from http://blasusfoods.local/)
00:21:15	19142/19142	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%226658fbdf-4ac6%22	wp-content/themes/bridge/js/ajax.min.js?ver=6.5.3	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-content/themes/bridge/js/ajax.minef10.js	(from http://blasusfoods.local/)
00:21:15	485416/485416	U-----	200	untouched ('OK')	text/css	etag:W/%226658fc7b-76828%22	wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.6.0	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-content/plugins/js_composer/assets/css/js_composer.min31dc.css	(from http://blasusfoods.local/)
00:21:15	146091/146091	U-----	200	untouched ('OK')	text/css	etag:W/%226658fbde-23aab%22	wp-content/themes/bridge/css/responsive.min.css?ver=6.5.3	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-content/themes/bridge/css/responsive.minef10.css	(from http://blasusfoods.local/)
00:21:15	20160/20160	U-----	200	untouched ('OK')	text/css	etag:W/%226658fc20-4ec0%22	wp-content/plugins/bridge-core/modules/core-dashboard/assets/css/core-dashboard.min.css?ver=6.5.3	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-content/plugins/bridge-core/modules/core-dashboard/assets/css/core-dashboard.minef10.css	(from http://blasusfoods.local/)
00:21:16	17076/17076	U-----	200	untouched ('OK')	text/css	etag:W/%226658fcd2-42b4%22	wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.10.0	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.minee95.css	(from http://blasusfoods.local/)
00:21:16	18468/18468	U-----	200	untouched ('OK')	text/css	etag:W/%226658fcd1-4824%22	wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.1.1	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-content/plugins/elementor/assets/lib/animations/animations.minb12b.css	(from http://blasusfoods.local/)
00:21:16	115059/115059	U-----	200	untouched ('OK')	text/css	etag:W/%226658fcd2-1c173%22	wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.1.1	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-content/plugins/elementor/assets/css/frontend.minb12b.css	(from http://blasusfoods.local/)
00:21:16	948/948	U-----	200	untouched ('OK')	text/css	etag:W/%226659037e-3b4%22	wp-content/uploads/elementor/css/post-444.css?ver=1717109630	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-content/uploads/elementor/css/post-444a5bc.css	(from http://blasusfoods.local/)
00:21:16	210962/210962	U-----	200	untouched ('OK')	text/css	etag:W/%226658fce9-33812%22	wp-content/plugins/elementor-pro/assets/css/frontend.min.css?ver=3.0.10	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-content/plugins/elementor-pro/assets/css/frontend.min521d.css	(from http://blasusfoods.local/)
00:21:16	33728/33728	U-----	200	untouched ('OK')	text/css	etag:W/%226659037f-83c0%22	wp-content/uploads/elementor/css/global.css?ver=1717109631	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-content/uploads/elementor/css/global213b.css	(from http://blasusfoods.local/)
00:21:16	5049/5049	U-----	200	untouched ('OK')	text/css	etag:W/%2266b5069b-13b9%22	wp-content/uploads/elementor/css/post-7.css?ver=1723139739	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-content/uploads/elementor/css/post-737f7.css	(from http://blasusfoods.local/)
00:21:16	258/258	U-----	200	untouched ('OK')	text/css	etag:W/%226658fc01-102%22	wp-content/themes/bridge-child/style.css?ver=6.5.3	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-content/themes/bridge-child/styleef10.css	(from http://blasusfoods.local/)
00:21:17	2532/2532	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%226658fbdf-9e4%22	wp-content/themes/bridge/js/plugins/ScrollToPlugin.min.js?ver=6.5.3	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-content/themes/bridge/js/plugins/ScrollToPlugin.minef10.js	(from http://blasusfoods.local/)
00:21:17	87553/87553	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%2264ecd5ef-15601%22	http://blasusfoods.local/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-includes/js/jquery/jquery.minf43b.js	(from http://blasusfoods.local/)
00:21:17	13577/13577	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%226482bd64-3509%22	http://blasusfoods.local/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-includes/js/jquery/jquery-migrate.min5589.js	(from http://blasusfoods.local/)
00:21:17	122981/122981	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%226658fc43-1e065%22	wp-content/plugins/LayerSlider/assets/static/layerslider/js/layerslider.utils.js?ver=6.11.5	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-content/plugins/LayerSlider/assets/static/layerslider/js/layerslider.utilsd230.js	(from http://blasusfoods.local/)
00:21:17	129010/129010	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%226658fc43-1f7f2%22	wp-content/plugins/LayerSlider/assets/static/layerslider/js/layerslider.kreaturamedia.jquery.js?ver=6.11.5	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-content/plugins/LayerSlider/assets/static/layerslider/js/layerslider.kreaturamedia.jqueryd230.js	(from http://blasusfoods.local/)
00:21:17	21779/21779	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%226658fc43-5513%22	wp-content/plugins/LayerSlider/assets/static/layerslider/js/layerslider.transitions.js?ver=6.11.5	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-content/plugins/LayerSlider/assets/static/layerslider/js/layerslider.transitionsd230.js	(from http://blasusfoods.local/)
00:21:18	123959/123959	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%226658fc56-1e437%22	wp-content/plugins/revslider/public/assets/js/rbtools.min.js?ver=6.4.2	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-content/plugins/revslider/public/assets/js/rbtools.min1e39.js	(from http://blasusfoods.local/)
00:21:18	355315/355315	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%226658fc56-56bf3%22	wp-content/plugins/revslider/public/assets/js/rs6.min.js?ver=6.4.2	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-content/plugins/revslider/public/assets/js/rs6.min1e39.js	(from http://blasusfoods.local/)
00:21:22	31407/31407	U--MCZ	200	updated ('OK')	application/json	date:Thu,%2008%20Aug%202024%2020:21:21%20GMT	http://blasusfoods.local/wp-json/wp/v2/pages/7	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-json/wp/v2/pages/7.json	(from http://blasusfoods.local/)
00:21:23	187250/187250	U--MCZ	200	updated ('OK')	application/json	date:Thu,%2008%20Aug%202024%2020:21:20%20GMT	http://blasusfoods.local/wp-json/	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-json/index.html	(from http://blasusfoods.local/)
00:21:23	810/810	U--MCZ	200	updated ('OK')	text/xml	date:Thu,%2008%20Aug%202024%2020:21:23%20GMT	http://blasusfoods.local/xmlrpc.php?rsd	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/xmlrpc0db0.php	(from http://blasusfoods.local/)
00:21:25	2244/2244	U--MCZ	200	updated ('OK')	text/xml	date:Thu,%2008%20Aug%202024%2020:21:24%20GMT	http://blasusfoods.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fblasusfoods.local%2F&format=xml	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-json/oembed/1.0/embed4798	(from http://blasusfoods.local/)
00:21:33	10038803/10038803	UR-M--	200	updated ('Partial%20Content')	image/png	etag:%22665920f9-992e13%22	wp-content/uploads/2024/05/Khari-Plain-200g-3D-1.png	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-content/uploads/2024/05/Khari-Plain-200g-3D-1.png	(from http://blasusfoods.local/)
00:21:34	204416/204416	U-----	200	untouched ('')	image/png	etag:%2266590ca0-31e80%22	wp-content/uploads/2024/05/Picsart_24-05-31_03-32-01-562.png	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-content/uploads/2024/05/Picsart_24-05-31_03-32-01-562.png	(from http://blasusfoods.local/)
00:21:36	76692/76692	U--MCZ	200	updated ('OK')	text/html	date:Thu,%2008%20Aug%202024%2020:21:35%20GMT	http://blasusfoods.local/about-us/	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/about-us/index.html	(from http://blasusfoods.local/)
00:21:43	2085/2085	U--MCZ	200	updated ('OK')	application/json	date:Thu,%2008%20Aug%202024%2020:21:43%20GMT	http://blasusfoods.local/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fblasusfoods.local%2F	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-json/oembed/1.0/embede1ae.json	(from http://blasusfoods.local/)
00:21:45	233133/233133	U-----	200	untouched ('')	image/jpeg	etag:%226659126e-38ead%22	wp-content/uploads/2024/05/ALF3021unedited-alifstudio-scaled.jpg	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-content/uploads/2024/05/ALF3021unedited-alifstudio-scaled.jpg	(from http://blasusfoods.local/)
00:21:45	90787/90787	U--MCZ	200	updated ('OK')	text/html	date:Thu,%2008%20Aug%202024%2020:21:43%20GMT	http://blasusfoods.local/products/	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/products/index.html	(from http://blasusfoods.local/)
00:21:45	465901/465901	U-----	200	untouched ('')	image/jpeg	etag:%226659113e-71bed%22	wp-content/uploads/2024/05/ALF2757unedited-alifstudio-scaled.jpg	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-content/uploads/2024/05/ALF2757unedited-alifstudio-scaled.jpg	(from http://blasusfoods.local/)
00:21:45	478900/478900	U-----	200	untouched ('')	image/jpeg	etag:%226659116b-74eb4%22	wp-content/uploads/2024/05/ALF2801unedited-alifstudio-scaled.jpg	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-content/uploads/2024/05/ALF2801unedited-alifstudio-scaled.jpg	(from http://blasusfoods.local/)
00:21:45	78815/78815	U--MCZ	200	updated ('OK')	text/html	date:Thu,%2008%20Aug%202024%2020:21:44%20GMT	http://blasusfoods.local/contact/	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/contact/index.html	(from http://blasusfoods.local/)
00:21:46	124753/124753	U-----	200	untouched ('')	image/jpeg	etag:%226659045b-1e751%22	wp-content/uploads/2024/05/ALF2945unedited-alifstudio-1024x683.jpg	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-content/uploads/2024/05/ALF2945unedited-alifstudio-1024x683.jpg	(from http://blasusfoods.local/)
00:21:46	377807/377807	U-----	200	untouched ('')	image/jpeg	etag:%2266591250-5c3cf%22	wp-content/uploads/2024/05/ALF3000unedited-alifstudio-scaled.jpg	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-content/uploads/2024/05/ALF3000unedited-alifstudio-scaled.jpg	(from http://blasusfoods.local/)
00:21:46	16730192/16730192	U-----	200	untouched ('')	image/png	etag:%226659201c-ff4850%22	wp-content/uploads/2024/05/Baby-Rusk_Tal-Pouch-3D.png	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-content/uploads/2024/05/Baby-Rusk_Tal-Pouch-3D.png	(from http://blasusfoods.local/)
00:21:46	9559749/9559749	U-----	200	untouched ('')	image/png	etag:%226659214c-91dec5%22	wp-content/uploads/2024/05/Milk-Rusk-400g-3D_Ed-1.png	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-content/uploads/2024/05/Milk-Rusk-400g-3D_Ed-1.png	(from http://blasusfoods.local/)
00:21:46	14659179/14659179	U-----	200	untouched ('')	image/png	etag:%2266591ff9-dfae6b%22	wp-content/uploads/2024/05/Baby-Rusk_Jeera-Pouch-3D_C.png	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-content/uploads/2024/05/Baby-Rusk_Jeera-Pouch-3D_C.png	(from http://blasusfoods.local/)
00:21:46	9417625/9417625	U-----	200	untouched ('')	image/png	etag:%22665920db-8fb399%22	wp-content/uploads/2024/05/Khari-Methi-400g-3D_C-1.png	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-content/uploads/2024/05/Khari-Methi-400g-3D_C-1.png	(from http://blasusfoods.local/)
00:21:46	56118/56118	U-----	200	untouched ('')	image/png	etag:%2266590ca1-db36%22	wp-content/uploads/2024/05/Picsart_24-05-31_03-32-01-562-187x300.png	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-content/uploads/2024/05/Picsart_24-05-31_03-32-01-562-187x300.png	(from http://blasusfoods.local/)
00:21:46	8723624/8723624	U-----	200	untouched ('')	image/png	etag:%2266592124-851ca8%22	wp-content/uploads/2024/05/Khari-Wheat-200g-3D_C-1.png	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-content/uploads/2024/05/Khari-Wheat-200g-3D_C-1.png	(from http://blasusfoods.local/)
00:21:47	3303/3303	U-----	200	untouched ('OK')	text/css	etag:W/%226658fcd1-ce7%22	wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.min.css?ver=1.2.0	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.min7359.css	(from http://blasusfoods.local/)
00:21:47	11513/11513	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%226658ffdd-2cf9%22	wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.9.5	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-content/plugins/contact-form-7/includes/swv/js/indexd9cd.js	(from http://blasusfoods.local/)
00:21:47	21438/21438	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%2263dbe690-53be%22	http://blasusfoods.local/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-includes/js/jquery/ui/core.min3f14.js	(from http://blasusfoods.local/)
00:21:47	13054/13054	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%226658ffdd-32fe%22	wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.9.5	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-content/plugins/contact-form-7/includes/js/indexd9cd.js	(from http://blasusfoods.local/)
00:21:47	8814/8814	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%2263dbe690-226e%22	http://blasusfoods.local/wp-includes/js/jquery/ui/accordion.min.js?ver=1.13.2	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-includes/js/jquery/ui/accordion.min3f14.js	(from http://blasusfoods.local/)
00:21:48	11937/11937	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%226328af19-2ea1%22	http://blasusfoods.local/wp-includes/js/jquery/ui/tabs.min.js?ver=1.13.2	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-includes/js/jquery/ui/tabs.min3f14.js	(from http://blasusfoods.local/)
00:21:48	2353/2353	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%226658fbdf-931%22	wp-content/themes/bridge/js/plugins/doubletaptogo.js?ver=6.5.3	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-content/themes/bridge/js/plugins/doubletaptogoef10.js	(from http://blasusfoods.local/)
00:21:48	15413/15413	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%226658fbdf-3c35%22	wp-content/themes/bridge/js/plugins/modernizr.min.js?ver=6.5.3	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-content/themes/bridge/js/plugins/modernizr.minef10.js	(from http://blasusfoods.local/)
00:21:48	2069/2069	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%226658fbdf-815%22	wp-content/themes/bridge/js/plugins/jquery.appear.js?ver=6.5.3	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-content/themes/bridge/js/plugins/jquery.appearef10.js	(from http://blasusfoods.local/)
00:21:48	1499/1499	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%22625095f6-5db%22	http://blasusfoods.local/wp-includes/js/hoverIntent.min.js?ver=1.10.2	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-includes/js/hoverIntent.min3e5a.js	(from http://blasusfoods.local/)
00:21:48	1252/1252	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%226658fbdf-4e4%22	wp-content/themes/bridge/js/plugins/counter.js?ver=6.5.3	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-content/themes/bridge/js/plugins/counteref10.js	(from http://blasusfoods.local/)
00:21:48	4544/4544	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%226658fbdf-11c0%22	wp-content/themes/bridge/js/plugins/easypiechart.js?ver=6.5.3	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-content/themes/bridge/js/plugins/easypiechartef10.js	(from http://blasusfoods.local/)
00:21:48	80986/80986	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%226658fbdf-13c5a%22	wp-content/themes/bridge/js/plugins/mixitup.js?ver=6.5.3	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-content/themes/bridge/js/plugins/mixitupef10.js	(from http://blasusfoods.local/)
00:21:49	21567/21567	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%226658fbdf-543f%22	wp-content/themes/bridge/js/plugins/jquery.prettyPhoto.js?ver=6.5.3	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-content/themes/bridge/js/plugins/jquery.prettyPhotoef10.js	(from http://blasusfoods.local/)
00:21:49	3930/3930	U-----	200	untouched ('OK')	application/x-javascript	etag:W/%226658fbdf-f5a%22	wp-content/themes/bridge/js/plugins/jquery.fitvids.js?ver=6.5.3	C:/My%20Web%20Sites/BlasusFoods/blasusfoods.local/wp-content/themes/bridge/js/plugins/jquery.fitvidsef10.js	(from http://blasusfoods.local/)
